TIME, BPLP, STATE, REGIONTYPE, REGION, FREQUENCY, MEASURE_3
"2006","2100","2","SA2","205021080","A",0
"2006","2100","2","SA2","205021081","A",411
"2006","2100","2","SA2","205021082","A",311
"2006","2100","2","SA2","205021083","A",0
"2006","2100","2","SA2","205021084","A",523
"2006","2100","2","SA2","205021085","A",280
"2006","2100","2","SA2","205021086","A",372
"2006","2100","2","SA2","205031087","A",391
"2006","2100","2","SA2","205031088","A",9
"2006","2100","2","SA2","205031089","A",420
"2006","2100","2","SA2","205031090","A",390
"2006","2100","2","SA2","205031091","A",571
"2006","2100","2","SA2","205031092","A",0
"2006","2100","2","SA2","205031093","A",1218
"2006","2100","2","SA2","205041094","A",524
"2006","2100","2","SA2","205041095","A",924
"2006","2100","2","SA2","205041096","A",619
"2006","2100","2","SA2","205041097","A",856
"2006","2100","2","SA2","205041098","A",152
"2006","2100","2","SA2","205051099","A",0
"2006","2100","2","SA2","205051100","A",219
"2006","2100","2","SA2","205051101","A",400
"2006","2100","2","SA2","205051102","A",130
"2006","2100","2","SA2","205051103","A",532
"2006","2100","2","SA2","205051104","A",230
"2006","2100","2","SA2","206011105","A",600
"2006","2100","2","SA2","206011106","A",253
"2006","2100","2","SA2","206011107","A",264
"2006","2100","2","SA2","206011108","A",458
"2006","2100","2","SA2","206011109","A",154
"2006","2100","2","SA2","206021110","A",254
